latitude,longitude,district,state,crimeType,severity,year,timeOfDay,caseCount,source
28.344925,77.071086,North West,Delhi,DOWRY_DEATH,HIGH,2003,EVENING,1,synthetic
28.517447,77.186972,South,Delhi,DOWRY_DEATH,HIGH,2003,NIGHT,1,synthetic
28.545338,77.072357,South,Delhi,INSULT_TO_MODESTY,MEDIUM,2003,NIGHT,1,synthetic
28.541884,77.374518,South West,Delhi,RAPE,HIGH,2003,EVENING,1,synthetic
28.621901,77.066884,West,Delhi,DOWRY_DEATH,HIGH,2003,NIGHT,1,synthetic
28.67519,77.14183,West,Delhi,ASSAULT_ON_WOMEN,MEDIUM,2003,NIGHT,1,synthetic
20.999247,79.873299,Total,Lakshadweep,CRUELTY_BY_HUSBAND,MEDIUM,2003,NIGHT,1,synthetic
19.440394,79.670421,Pondicherry,Puducherry,KIDNAPPING_ABDUCTION,HIGH,2003,NIGHT,1,synthetic
19.627889,79.706456,Pondicherry,Puducherry,INSULT_TO_MODESTY,MEDIUM,2003,AFTERNOON,1,synthetic
19.686781,79.684907,Pondicherry,Puducherry,CRUELTY_BY_HUSBAND,MEDIUM,2003,EVENING,1,synthetic
19.695173,79.717167,Pondicherry,Puducherry,CRUELTY_BY_HUSBAND,MEDIUM,2003,AFTERNOON,1,synthetic
20.882538,78.108961,Total,Puducherry,KIDNAPPING_ABDUCTION,HIGH,2003,NIGHT,1,synthetic
20.880305,78.059297,Total,Puducherry,INSULT_TO_MODESTY,MEDIUM,2003,NIGHT,1,synthetic
14.57877,77.435031,Anantapur,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
14.605882,77.723047,Anantapur,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
13.189318,79.020645,Chittoor,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,EVENING,1,synthetic
14.482938,78.818371,Cuddapah,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
14.47627,78.895651,Cuddapah,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
14.41462,78.724481,Cuddapah,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
15.83784,79.738992,Cyberabad,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
15.917124,79.733723,Cyberabad,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
15.899824,79.610733,Cyberabad,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,AFTERNOON,1,synthetic
17.330433,81.924972,East Godavari,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
17.450933,78.545068,Hyderabad City,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
18.392054,79.147763,Karimnagar,Andhra Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,MORNING,1,synthetic
18.543691,79.045744,Karimnagar,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
17.283033,80.101729,Khammam,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
17.256179,80.203063,Khammam,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
16.748327,77.978978,Mahaboobnagar,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
18.029422,78.270523,Medak,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
18.077926,78.263147,Medak,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
17.06085,79.183008,Nalgonda,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
14.43204,80.043549,Nellore,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
14.429961,80.085848,Nellore,Andhra Pradesh,RAPE,HIGH,2004,AFTERNOON,1,synthetic
14.361511,80.020106,Nellore,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
18.646137,78.113638,Nizamabad,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
18.581385,78.218427,Nizamabad,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
18.648513,78.161246,Nizamabad,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
17.168077,78.501011,Ranga Reddy,Andhra Pradesh,RAPE,HIGH,2004,EVENING,1,synthetic
16.256099,79.572184,Secunderabad Rly.,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
18.206394,83.895355,Srikakulam,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
18.118112,83.849798,Srikakulam,Andhra Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
16.428398,80.771864,Vijayawada,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
15.908386,79.622542,Visakha Rural,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
16.092929,79.72781,Visakha Rural,Andhra Pradesh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
17.82089,83.081946,Visakhapatnam,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,AFTERNOON,1,synthetic
17.65036,83.305841,Visakhapatnam,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,EVENING,1,synthetic
18.258067,83.405996,Vizianagaram,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
18.04636,83.330263,Vizianagaram,Andhra Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
18.094227,83.41776,Vizianagaram,Andhra Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
17.917437,79.50456,Warangal,Andhra Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
17.972841,79.532285,Warangal,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,AFTERNOON,1,synthetic
17.98021,79.691547,Warangal,Andhra Pradesh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
17.834118,79.617568,Warangal,Andhra Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,MORNING,1,synthetic
15.986397,79.90839,West Godavari,Andhra Pradesh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
21.410302,78.670507,Changlang,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
21.396626,78.527694,Changlang,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,MORNING,1,synthetic
20.036304,79.527751,Dibang Valley,Arunachal Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
20.258588,78.887935,K/Kumey,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
20.296142,78.981362,Kameng West,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
20.198338,79.018387,Kameng West,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
20.920752,78.864431,Papum Pare,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
21.171378,78.731653,Tawang,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
21.098218,78.829396,Tawang,Arunachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
19.814387,78.4622,Tirap,Arunachal Pradesh,RAPE,HIGH,2004,EVENING,1,synthetic
20.522189,78.312268,Total,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
26.030245,93.008756,Barpeta,Assam,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
26.420564,92.720695,Bongaigaon,Assam,DOWRY_DEATH,HIGH,2004,AFTERNOON,1,synthetic
25.857422,93.28454,Darrang,Assam,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
26.030711,93.013963,Darrang,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
26.456938,93.036011,Dhubri,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
27.415767,94.993083,Dibrugarh,Assam,RAPE,HIGH,2004,NIGHT,1,synthetic
27.433042,94.887395,Dibrugarh,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
26.005238,93.226555,G.R.P.,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
26.348903,92.901418,Goalpara,Assam,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
26.105905,91.753981,Guwahati City,Assam,RAPE,HIGH,2004,NIGHT,1,synthetic
26.312512,93.056829,Hailakandi,Assam,RAPE,HIGH,2004,EVENING,1,synthetic
26.236329,93.100136,Hailakandi,Assam,RAPE,HIGH,2004,AFTERNOON,1,synthetic
26.333831,93.166892,Karbi Anglong,Assam,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
26.473101,93.190546,Karbi Anglong,Assam,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
25.945947,93.138017,Karimganj,Assam,RAPE,HIGH,2004,NIGHT,1,synthetic
26.26062,93.081407,Kokrajhar,Assam,RAPE,HIGH,2004,EVENING,1,synthetic
26.15884,92.993083,Kokrajhar,Assam,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
26.300765,92.802368,Lakhimpur,Assam,RAPE,HIGH,2004,AFTERNOON,1,synthetic
26.180138,92.647177,Lakhimpur,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
25.976917,93.146921,Morigaon,Assam,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
26.459596,92.728596,N.C.Hills,Assam,RAPE,HIGH,2004,AFTERNOON,1,synthetic
26.166864,93.251302,R.P.O.,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
25.915223,92.795185,Sonitpur,Assam,RAPE,HIGH,2004,EVENING,1,synthetic
26.452592,92.775337,Tinsukia,Assam,RAPE,HIGH,2004,EVENING,1,synthetic
19.921852,75.277105,Aurangabad,Bihar,DOWRY_DEATH,HIGH,2004,MORNING,1,synthetic
25.18653,85.664824,Bagaha,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
25.261968,85.269646,Banka,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,MORNING,1,synthetic
25.000596,85.152024,Banka,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
24.857411,85.66707,Begusarai,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
25.214808,85.306202,Bhabhua,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
24.901274,85.397421,Bhojpur,Bihar,RAPE,HIGH,2004,NIGHT,1,synthetic
24.82302,85.390252,Bhojpur,Bihar,RAPE,HIGH,2004,EVENING,1,synthetic
24.644758,85.398773,Bhojpur,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
24.85687,85.435761,Bhojpur,Bihar,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
24.762688,85.016774,Gaya,Bihar,RAPE,HIGH,2004,NIGHT,1,synthetic
25.25848,85.165703,Jehanabad,Bihar,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
25.231992,85.311179,Katihar,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
25.136688,85.429251,Katihar,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
25.143652,85.381118,Khagaria,Bihar,RAPE,HIGH,2004,NIGHT,1,synthetic
25.184926,85.353697,Khagaria,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.152967,85.468247,Kishanganj,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
25.205859,85.475736,Kishanganj,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.196435,85.324792,Kishanganj,Bihar,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
29.077891,75.881445,Lakhisarai,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
24.779432,85.730865,Madhubani,Bihar,RAPE,HIGH,2004,EVENING,1,synthetic
24.807555,85.506706,Madhubani,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
24.777254,85.563116,Madhubani,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
25.408632,85.34299,Motihari,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.294011,85.44081,Motihari,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
25.339145,85.440546,Motihari,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
25.317175,85.467149,Motihari,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
26.02573,85.267826,Muzaffarpur,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
26.235988,85.264426,Muzaffarpur Rly.,Bihar,RAPE,HIGH,2004,NIGHT,1,synthetic
26.089787,85.533235,Muzaffarpur Rly.,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
25.099969,85.343358,Nalanda,Bihar,RAPE,HIGH,2004,EVENING,1,synthetic
24.95841,85.239479,Naugachia,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
24.94576,85.104024,Naugachia,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
25.093122,84.896414,Nawadah,Bihar,RAPE,HIGH,2004,EVENING,1,synthetic
25.083882,85.014702,Nawadah,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.689204,85.086427,Patna Rly.,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
25.64066,85.152007,Patna Rly.,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
25.292221,84.962276,Purnea,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
25.147087,84.944738,Purnea,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.197618,85.353191,Saharsa,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
25.043423,85.492128,Samastipur,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
24.97947,85.46063,Samastipur,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
25.10665,85.483359,Sheikhpura,Bihar,RAPE,HIGH,2004,NIGHT,1,synthetic
24.764761,85.050341,Sheohar,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
24.801013,85.071751,Sheohar,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
25.242561,85.472111,Sitamarhi,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
25.154492,85.534908,Sitamarhi,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
25.226324,85.255509,Siwan,Bihar,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
25.002243,85.290132,Siwan,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
25.104943,85.293546,Supaul,Bihar,RAPE,HIGH,2004,MORNING,1,synthetic
25.33646,85.42953,Supaul,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
25.065264,85.55361,Vaishali,Bihar,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
25.284168,85.112683,Total,Bihar,RAPE,HIGH,2004,EVENING,1,synthetic
21.269763,81.950718,Balrampur,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2004,EVENING,1,synthetic
21.290883,82.193456,Balrampur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
21.207415,82.176931,Balrampur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
22.066992,82.095852,Bilaspur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.025759,82.230794,Bilaspur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
21.53193,82.142965,Bizapur,Chhattisgarh,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
21.638452,82.092502,Bizapur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
21.36472,82.093187,Dhamtari,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
21.140995,81.648237,Grp Raipur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
21.311647,81.88263,Jagdalpur,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
21.517172,81.882113,Jagdalpur,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2004,AFTERNOON,1,synthetic
21.011562,82.041192,Jashpur,Chhattisgarh,RAPE,HIGH,2004,AFTERNOON,1,synthetic
21.541631,82.128784,Kabirdham,Chhattisgarh,RAPE,HIGH,2004,NIGHT,1,synthetic
21.620847,82.056338,Kabirdham,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
21.539201,82.039437,Kabirdham,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
20.993374,81.855279,Kanker,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
21.446774,81.971378,Korba,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
21.577403,81.677553,Korba,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
21.116566,82.194245,Koriya,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
21.005966,82.22034,Koriya,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
21.35025,82.005515,Mahasamund,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
21.108414,81.970485,Mahasamund,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
20.995872,81.858575,Raigarh,Chhattisgarh,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
20.997703,81.826511,Raigarh,Chhattisgarh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
21.300709,81.683705,Raipur,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
21.301991,81.690015,Raipur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
21.247132,81.536909,Raipur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
21.147583,81.630972,Sarguja,Chhattisgarh,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
21.161902,81.709343,Sarguja,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
21.083471,82.043308,Total,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
20.131277,80.065677,North Goa,Goa,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
20.237074,79.929853,North Goa,Goa,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
20.21579,79.903715,North Goa,Goa,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
21.359209,79.426522,South Goa,Goa,RAPE,HIGH,2004,EVENING,1,synthetic
21.274361,79.321591,South Goa,Goa,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
20.435626,77.978319,Total,Goa,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
23.138103,72.512743,Ahmedabad Commr.,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,MORNING,1,synthetic
23.017644,72.647004,Ahmedabad Commr.,Gujarat,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
22.799022,72.618326,Ahmedabad Rural,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2004,MORNING,1,synthetic
22.331412,71.33813,Amreli,Gujarat,DOWRY_DEATH,HIGH,2004,EVENING,1,synthetic
22.46938,72.843072,Anand,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
21.784513,72.219338,Bhavnagar,Gujarat,INSULT_TO_MODESTY,MEDIUM,2004,MORNING,1,synthetic
21.702614,72.077277,Bhavnagar,Gujarat,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
23.13435,72.692488,Gandhinagar,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
22.197966,71.326078,Himatnagar,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.197896,71.066006,Himatnagar,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
22.092921,71.161997,Himatnagar,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
22.615815,71.494856,Kheda North,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.349851,71.286153,Mehsana,Gujarat,RAPE,HIGH,2004,NIGHT,1,synthetic
22.264525,71.288143,Mehsana,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.25659,71.396293,Mehsana,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,EVENING,1,synthetic
22.468218,71.20644,Navsari,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
22.365669,71.268979,Palanpur,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
22.247127,71.102072,Panchmahal,Gujarat,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
22.317617,71.259651,Patan,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
22.132801,70.942879,Porbandar,Gujarat,RAPE,HIGH,2004,NIGHT,1,synthetic
22.217663,70.770916,Rajkot Commr.,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2004,EVENING,1,synthetic
22.31932,70.864262,Rajkot Commr.,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.377232,70.625856,Rajkot Commr.,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
22.321738,70.710344,Rajkot Rural,Gujarat,RAPE,HIGH,2004,NIGHT,1,synthetic
21.21281,72.934331,Surat Commr.,Gujarat,INSULT_TO_MODESTY,MEDIUM,2004,EVENING,1,synthetic
21.151513,72.888727,Surat Commr.,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
21.240913,72.79804,Surat Rural,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
22.507704,71.421698,Valsad,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2004,EVENING,1,synthetic
22.315381,71.289289,Total,Gujarat,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
22.397449,71.310887,Total,Gujarat,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
29.100707,76.322911,Bhiwani,Haryana,RAPE,HIGH,2004,EVENING,1,synthetic
28.307391,77.288239,Faridabad,Haryana,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
28.43644,77.240395,Faridabad,Haryana,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
29.107676,75.769915,Fatehabad,Haryana,INSULT_TO_MODESTY,MEDIUM,2004,EVENING,1,synthetic
29.09351,76.001211,Grp,Haryana,RAPE,HIGH,2004,NIGHT,1,synthetic
28.545229,77.045136,Gurgaon,Haryana,RAPE,HIGH,2004,NIGHT,1,synthetic
28.339748,77.136632,Gurgaon,Haryana,KIDNAPPING_ABDUCTION,HIGH,2004,AFTERNOON,1,synthetic
28.852075,76.194077,Jhajjar,Haryana,RAPE,HIGH,2004,EVENING,1,synthetic
28.998652,76.201153,Jind,Haryana,INSULT_TO_MODESTY,MEDIUM,2004,NIGHT,1,synthetic
29.109572,76.212359,Kaithal,Haryana,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
29.194691,75.690336,Kurukshetra,Haryana,INSULT_TO_MODESTY,MEDIUM,2004,AFTERNOON,1,synthetic
28.648395,76.356662,Mahendragarh,Haryana,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
29.165863,76.013234,Panchkula,Haryana,RAPE,HIGH,2004,NIGHT,1,synthetic
28.991879,75.964835,Panchkula,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2004,AFTERNOON,1,synthetic
29.05791,76.096223,Panchkula,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2004,MORNING,1,synthetic
29.084953,75.96691,Panchkula,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
29.369556,77.027886,Panipat,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2004,NIGHT,1,synthetic
29.496976,77.153058,Panipat,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2004,AFTERNOON,1,synthetic
28.875493,76.508727,Rohtak,Haryana,RAPE,HIGH,2004,NIGHT,1,synthetic
28.786676,75.786588,Sirsa,Haryana,KIDNAPPING_ABDUCTION,HIGH,2004,NIGHT,1,synthetic
28.636956,75.832005,Sirsa,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
28.924726,76.097477,Sonipat,Haryana,RAPE,HIGH,2004,EVENING,1,synthetic
28.830799,75.989426,Sonipat,Haryana,KIDNAPPING_ABDUCTION,HIGH,2004,MORNING,1,synthetic
28.94302,76.021878,Sonipat,Haryana,DOWRY_DEATH,HIGH,2004,NIGHT,1,synthetic
28.91937,76.307515,Yamunanagar,Haryana,DOWRY_DEATH,HIGH,2004,MORNING,1,synthetic
22.215736,82.090942,Bilaspur,Himachal Pradesh,RAPE,HIGH,2004,NIGHT,1,synthetic
22.286469,82.075599,Bilaspur,Himachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
21.123706,78.194704,Chamba,Himachal Pradesh,DOWRY_DEATH,HIGH,2004,AFTERNOON,1,synthetic
21.139413,78.161328,Chamba,Himachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2004,NIGHT,1,synthetic
21.274078,79.899652,Hamirpur,Himachal Pradesh,RAPE,HIGH,2004,AFTERNOON,1,synthetic
