district,state,latitude,longitude,crimeType,severity,year,timeOfDay,caseCount,source
Karbi Anglong,Assam,25.591995,92.682357,RAPE,HIGH,2002,MORNING,1,synthetic
Karbi Anglong,Assam,26.143922,93.200283,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Karbi Anglong,Assam,26.568505,92.43895,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Karbi Anglong,Assam,26.3146,92.663112,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Karbi Anglong,Assam,25.868708,92.680797,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Karimganj,Assam,26.463931,92.545521,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Karimganj,Assam,26.520588,93.155269,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Karimganj,Assam,26.937243,92.971878,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Karimganj,Assam,26.165577,92.701418,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Karimganj,Assam,26.406894,92.431868,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Kokrajhar,Assam,25.670064,93.111938,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Kokrajhar,Assam,26.522667,93.083842,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Kokrajhar,Assam,25.983057,93.073242,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Kokrajhar,Assam,26.087807,93.232478,ASSAULT_ON_WOMEN,MEDIUM,2002,MORNING,1,synthetic
Kokrajhar,Assam,26.520438,92.957444,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Lakhimpur,Assam,26.111549,93.354186,RAPE,HIGH,2002,EVENING,1,synthetic
Lakhimpur,Assam,26.694807,92.567126,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Lakhimpur,Assam,26.6702,92.500281,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Lakhimpur,Assam,26.207772,93.360238,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Morigaon,Assam,25.807856,93.482446,RAPE,HIGH,2002,EVENING,1,synthetic
Morigaon,Assam,25.60799,92.445957,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Morigaon,Assam,26.363645,93.28196,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Morigaon,Assam,26.281131,93.106435,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Morigaon,Assam,26.428122,92.385326,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
N.C.Hills,Assam,25.94026,92.845789,RAPE,HIGH,2002,EVENING,1,synthetic
N.C.Hills,Assam,26.105566,93.010411,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
N.C.Hills,Assam,26.53986,93.077154,ASSAULT_ON_WOMEN,MEDIUM,2002,MORNING,1,synthetic
N.C.Hills,Assam,25.965493,92.551681,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Nagaon,Assam,26.442364,93.155281,RAPE,HIGH,2002,NIGHT,1,synthetic
Nagaon,Assam,25.969746,93.092161,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Nagaon,Assam,26.48487,92.932004,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Nagaon,Assam,26.376707,92.764736,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Nagaon,Assam,26.003216,93.365534,INSULT_TO_MODESTY,MEDIUM,2002,EVENING,1,synthetic
Nagaon,Assam,25.964521,93.04086,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Nalbari,Assam,26.251945,93.051828,RAPE,HIGH,2002,EVENING,1,synthetic
Nalbari,Assam,26.022472,93.397983,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Nalbari,Assam,26.446681,93.000528,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Nalbari,Assam,25.996847,92.331489,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
R.P.O.,Assam,26.091537,93.309303,RAPE,HIGH,2002,EVENING,1,synthetic
R.P.O.,Assam,25.707332,93.044876,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Sibsagar,Assam,23.801729,78.650293,RAPE,HIGH,2002,EVENING,1,synthetic
Sibsagar,Assam,24.087002,78.824343,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Sibsagar,Assam,23.88262,78.555915,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Sibsagar,Assam,23.948048,79.029074,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Sibsagar,Assam,23.761021,78.811178,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Sonitpur,Assam,26.082866,93.184041,RAPE,HIGH,2002,NIGHT,1,synthetic
Sonitpur,Assam,25.990197,92.903298,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Sonitpur,Assam,26.467809,92.818266,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Sonitpur,Assam,25.969674,93.093494,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Sonitpur,Assam,26.146167,92.93067,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Tinsukia,Assam,26.045833,93.592144,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Tinsukia,Assam,26.65045,92.605604,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Tinsukia,Assam,26.017939,93.015467,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Tinsukia,Assam,26.139497,92.588155,ASSAULT_ON_WOMEN,MEDIUM,2002,MORNING,1,synthetic
Tinsukia,Assam,25.846288,92.842943,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Total,Assam,26.020327,93.33183,RAPE,HIGH,2002,NIGHT,1,synthetic
Total,Assam,26.255597,92.977736,KIDNAPPING_ABDUCTION,HIGH,2002,MORNING,1,synthetic
Total,Assam,26.125989,92.844381,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Total,Assam,25.711189,92.509812,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Total,Assam,26.646161,92.367802,INSULT_TO_MODESTY,MEDIUM,2002,NIGHT,1,synthetic
Total,Assam,25.953412,92.823562,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Araria,Bihar,24.846993,84.779719,RAPE,HIGH,2002,NIGHT,1,synthetic
Araria,Bihar,24.754087,84.903427,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Araria,Bihar,25.103016,85.722007,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Araria,Bihar,25.672075,84.968141,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Araria,Bihar,24.68569,85.371015,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Arwal,Bihar,25.102908,85.549542,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Arwal,Bihar,25.17488,84.691432,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Arwal,Bihar,25.348223,84.749077,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Aurangabad,Bihar,19.957853,75.496535,RAPE,HIGH,2002,NIGHT,1,synthetic
Aurangabad,Bihar,19.967788,75.57983,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Aurangabad,Bihar,19.796731,75.514728,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Aurangabad,Bihar,20.096133,75.418027,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Aurangabad,Bihar,19.726027,75.49979,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Bagaha,Bihar,25.064128,85.718321,RAPE,HIGH,2002,NIGHT,1,synthetic
Bagaha,Bihar,25.002472,85.569623,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Bagaha,Bihar,25.497107,85.958231,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Bagaha,Bihar,25.345231,85.088565,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Banka,Bihar,25.356304,85.693893,RAPE,HIGH,2002,NIGHT,1,synthetic
Banka,Bihar,24.726924,85.560379,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Banka,Bihar,24.540145,85.28264,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Banka,Bihar,25.586893,84.868103,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Banka,Bihar,24.738069,84.852081,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Begusarai,Bihar,24.399357,85.452469,RAPE,HIGH,2002,EVENING,1,synthetic
Begusarai,Bihar,24.835584,85.255331,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Begusarai,Bihar,24.708081,85.449444,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Begusarai,Bihar,25.337899,85.405287,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Begusarai,Bihar,25.228863,85.100297,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Bettiah,Bihar,24.586904,85.207514,RAPE,HIGH,2002,NIGHT,1,synthetic
Bettiah,Bihar,24.725787,85.229125,KIDNAPPING_ABDUCTION,HIGH,2002,MORNING,1,synthetic
Bettiah,Bihar,25.129798,85.278341,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Bettiah,Bihar,25.014439,85.286431,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Bettiah,Bihar,24.920545,85.496156,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Bhabhua,Bihar,25.188006,85.621452,RAPE,HIGH,2002,EVENING,1,synthetic
Bhabhua,Bihar,25.675058,84.935541,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Bhabhua,Bihar,24.639691,85.286994,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Bhabhua,Bihar,24.708161,85.078831,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Bhagalpur,Bihar,25.069032,87.155107,RAPE,HIGH,2002,MORNING,1,synthetic
Bhagalpur,Bihar,25.381954,87.014011,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Bhagalpur,Bihar,25.134988,86.763045,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Bhagalpur,Bihar,25.340897,86.961208,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Bhagalpur,Bihar,25.31419,86.993021,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Bhojpur,Bihar,24.932215,85.278633,RAPE,HIGH,2002,NIGHT,1,synthetic
Bhojpur,Bihar,24.943751,85.38364,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Bhojpur,Bihar,24.825612,84.805154,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Bhojpur,Bihar,24.951275,85.558316,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Bhojpur,Bihar,24.831246,85.048655,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Bhojpur,Bihar,25.443538,85.013558,IMPORTATION_OF_GIRLS,CRITICAL,2002,NIGHT,1,synthetic
Buxar,Bihar,24.919123,85.087705,RAPE,HIGH,2002,EVENING,1,synthetic
Buxar,Bihar,25.490956,85.128179,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Buxar,Bihar,25.426788,85.0816,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Darbhanga,Bihar,26.462941,85.808605,RAPE,HIGH,2002,EVENING,1,synthetic
Darbhanga,Bihar,26.330668,85.874957,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Darbhanga,Bihar,26.310224,86.149249,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Darbhanga,Bihar,26.036694,85.823574,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Darbhanga,Bihar,26.079824,85.635088,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Gaya,Bihar,24.668581,84.755914,RAPE,HIGH,2002,EVENING,1,synthetic
Gaya,Bihar,24.927862,84.985159,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Gaya,Bihar,24.551636,84.841878,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Gaya,Bihar,24.942188,84.969696,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Gaya,Bihar,24.651778,84.899518,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Gopalganj,Bihar,24.781268,85.176758,RAPE,HIGH,2002,NIGHT,1,synthetic
Gopalganj,Bihar,24.956029,85.805079,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Gopalganj,Bihar,25.405027,85.846101,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Gopalganj,Bihar,24.678687,85.288819,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Jamalpur Rly.,Bihar,24.847152,85.294545,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Jamalpur Rly.,Bihar,25.33002,85.165511,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Jamalpur Rly.,Bihar,25.203189,85.120074,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Jamui,Bihar,25.444755,85.267342,RAPE,HIGH,2002,MORNING,1,synthetic
Jamui,Bihar,25.188405,85.560698,KIDNAPPING_ABDUCTION,HIGH,2002,MORNING,1,synthetic
Jamui,Bihar,24.987363,85.32628,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Jamui,Bihar,25.525226,85.435347,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Jehanabad,Bihar,25.284241,84.952167,RAPE,HIGH,2002,NIGHT,1,synthetic
Jehanabad,Bihar,25.008801,85.351144,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Jehanabad,Bihar,25.270766,85.240465,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Jehanabad,Bihar,25.616885,85.159264,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Katihar,Bihar,25.501609,84.853326,RAPE,HIGH,2002,NIGHT,1,synthetic
Katihar,Bihar,25.24978,85.623672,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Katihar,Bihar,25.315948,85.354923,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Katihar,Bihar,25.152547,85.421091,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Katihar,Bihar,25.576623,85.043956,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Katihar Rly.,Bihar,24.892519,85.444799,RAPE,HIGH,2002,EVENING,1,synthetic
Katihar Rly.,Bihar,25.683326,85.015977,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Katihar Rly.,Bihar,25.287213,84.814988,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Katihar Rly.,Bihar,25.195675,85.148498,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Khagaria,Bihar,25.32153,85.591933,RAPE,HIGH,2002,NIGHT,1,synthetic
Khagaria,Bihar,24.928633,84.743144,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Khagaria,Bihar,25.279427,85.073916,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Khagaria,Bihar,25.439166,85.234408,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Khagaria,Bihar,25.128119,85.277442,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Kishanganj,Bihar,24.791692,85.46585,RAPE,HIGH,2002,EVENING,1,synthetic
Kishanganj,Bihar,24.607272,84.929681,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Kishanganj,Bihar,25.28102,85.42275,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Kishanganj,Bihar,24.933438,85.605331,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Kishanganj,Bihar,25.135385,85.391083,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Lakhisarai,Bihar,29.119462,75.622282,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Lakhisarai,Bihar,29.01062,75.777382,KIDNAPPING_ABDUCTION,HIGH,2002,MORNING,1,synthetic
Lakhisarai,Bihar,29.367033,75.686892,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Lakhisarai,Bihar,29.361686,75.692679,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Lakhisarai,Bihar,29.197572,75.677566,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Madhepura,Bihar,24.778261,85.733838,RAPE,HIGH,2002,NIGHT,1,synthetic
Madhepura,Bihar,24.774258,85.117394,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Madhepura,Bihar,24.679722,85.586838,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Madhepura,Bihar,25.33244,85.359617,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Madhepura,Bihar,25.126442,85.710446,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Madhubani,Bihar,25.004106,84.916274,RAPE,HIGH,2002,EVENING,1,synthetic
Madhubani,Bihar,24.707087,85.042603,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Madhubani,Bihar,25.231335,85.364723,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Madhubani,Bihar,24.665029,85.509738,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Madhubani,Bihar,24.906063,85.875267,CRUELTY_BY_HUSBAND,MEDIUM,2002,MORNING,1,synthetic
Motihari,Bihar,25.113956,84.855352,RAPE,HIGH,2002,NIGHT,1,synthetic
Motihari,Bihar,24.807375,85.09513,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Motihari,Bihar,24.687872,85.468138,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Motihari,Bihar,25.244394,85.665513,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Motihari,Bihar,24.712516,85.626526,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Munger,Bihar,24.645151,85.288167,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Munger,Bihar,24.721191,84.781043,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Munger,Bihar,25.492465,85.51812,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Muzaffarpur,Bihar,26.203849,85.479874,RAPE,HIGH,2002,NIGHT,1,synthetic
Muzaffarpur,Bihar,26.088868,85.4611,KIDNAPPING_ABDUCTION,HIGH,2002,MORNING,1,synthetic
Muzaffarpur,Bihar,26.281499,85.253973,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Muzaffarpur,Bihar,25.880857,85.356975,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Muzaffarpur,Bihar,26.107378,85.699145,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Muzaffarpur,Bihar,26.056258,85.344603,IMPORTATION_OF_GIRLS,CRITICAL,2002,AFTERNOON,1,synthetic
Muzaffarpur Rly.,Bihar,25.931684,85.467145,RAPE,HIGH,2002,NIGHT,1,synthetic
Muzaffarpur Rly.,Bihar,26.314224,85.406652,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Muzaffarpur Rly.,Bihar,26.111259,85.435253,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Muzaffarpur Rly.,Bihar,25.943372,85.617165,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Nalanda,Bihar,25.273918,85.404163,RAPE,HIGH,2002,NIGHT,1,synthetic
Nalanda,Bihar,25.054788,85.456293,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Nalanda,Bihar,25.176653,85.51615,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Nalanda,Bihar,25.108378,85.206341,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Nalanda,Bihar,25.247114,85.261593,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Nalanda,Bihar,25.232087,85.531538,IMPORTATION_OF_GIRLS,CRITICAL,2002,MORNING,1,synthetic
Naugachia,Bihar,25.443939,85.662413,RAPE,HIGH,2002,EVENING,1,synthetic
Naugachia,Bihar,24.650392,85.185791,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Naugachia,Bihar,24.482745,84.743207,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Naugachia,Bihar,25.062919,85.088764,ASSAULT_ON_WOMEN,MEDIUM,2002,AFTERNOON,1,synthetic
Naugachia,Bihar,25.145738,85.697307,CRUELTY_BY_HUSBAND,MEDIUM,2002,MORNING,1,synthetic
Nawadah,Bihar,25.166312,85.475061,RAPE,HIGH,2002,EVENING,1,synthetic
Nawadah,Bihar,24.772613,85.743568,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Nawadah,Bihar,24.675726,85.053607,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Nawadah,Bihar,25.14468,84.758711,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Nawadah,Bihar,24.810408,84.879333,INSULT_TO_MODESTY,MEDIUM,2002,NIGHT,1,synthetic
Nawadah,Bihar,25.664609,84.811836,CRUELTY_BY_HUSBAND,MEDIUM,2002,MORNING,1,synthetic
Nawadah,Bihar,25.621311,85.59871,IMPORTATION_OF_GIRLS,CRITICAL,2002,NIGHT,1,synthetic
Patna,Bihar,25.661722,85.113715,RAPE,HIGH,2002,NIGHT,1,synthetic
Patna,Bihar,25.356061,85.071234,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Patna,Bihar,25.84837,85.295145,DOWRY_DEATH,HIGH,2002,AFTERNOON,1,synthetic
Patna,Bihar,25.398297,84.931061,ASSAULT_ON_WOMEN,MEDIUM,2002,EVENING,1,synthetic
Patna,Bihar,25.501233,85.252375,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Patna Rly.,Bihar,25.758089,85.128103,RAPE,HIGH,2002,NIGHT,1,synthetic
Patna Rly.,Bihar,25.371518,85.050646,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Patna Rly.,Bihar,25.492358,85.225235,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Patna Rly.,Bihar,25.668119,85.054983,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Purnea,Bihar,25.353756,85.336355,RAPE,HIGH,2002,EVENING,1,synthetic
Purnea,Bihar,25.317483,85.127191,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Purnea,Bihar,24.662096,85.555985,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Purnea,Bihar,25.345707,86.041481,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Purnea,Bihar,24.826317,85.127708,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Rohtas,Bihar,24.637934,83.88336,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Rohtas,Bihar,24.724805,83.947408,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Rohtas,Bihar,24.666423,83.996328,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Rohtas,Bihar,24.860472,84.129046,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Rohtas,Bihar,24.964206,84.091453,CRUELTY_BY_HUSBAND,MEDIUM,2002,EVENING,1,synthetic
Saharsa,Bihar,25.491717,85.893631,RAPE,HIGH,2002,NIGHT,1,synthetic
Saharsa,Bihar,24.948821,84.974659,KIDNAPPING_ABDUCTION,HIGH,2002,NIGHT,1,synthetic
Saharsa,Bihar,24.717409,85.201057,DOWRY_DEATH,HIGH,2002,MORNING,1,synthetic
Saharsa,Bihar,25.584632,85.252984,ASSAULT_ON_WOMEN,MEDIUM,2002,MORNING,1,synthetic
Saharsa,Bihar,25.043289,84.975599,INSULT_TO_MODESTY,MEDIUM,2002,NIGHT,1,synthetic
Saharsa,Bihar,25.584523,85.5727,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Samastipur,Bihar,25.386945,85.274478,RAPE,HIGH,2002,EVENING,1,synthetic
Samastipur,Bihar,24.885014,85.055739,KIDNAPPING_ABDUCTION,HIGH,2002,EVENING,1,synthetic
Samastipur,Bihar,24.939792,85.736183,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Samastipur,Bihar,25.027258,85.676283,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Samastipur,Bihar,25.139489,85.000492,INSULT_TO_MODESTY,MEDIUM,2002,NIGHT,1,synthetic
Samastipur,Bihar,25.463955,85.030194,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Samastipur,Bihar,25.467655,85.368816,IMPORTATION_OF_GIRLS,CRITICAL,2002,EVENING,1,synthetic
Saran,Bihar,26.005157,84.745176,RAPE,HIGH,2002,AFTERNOON,1,synthetic
Saran,Bihar,26.010499,84.947797,KIDNAPPING_ABDUCTION,HIGH,2002,AFTERNOON,1,synthetic
Saran,Bihar,25.692972,84.713143,DOWRY_DEATH,HIGH,2002,NIGHT,1,synthetic
Saran,Bihar,26.028568,84.588859,CRUELTY_BY_HUSBAND,MEDIUM,2002,AFTERNOON,1,synthetic
Sheikhpura,Bihar,25.278965,84.946084,RAPE,HIGH,2002,EVENING,1,synthetic
Sheikhpura,Bihar,24.808789,86.108237,DOWRY_DEATH,HIGH,2002,EVENING,1,synthetic
Sheikhpura,Bihar,25.268118,85.641858,ASSAULT_ON_WOMEN,MEDIUM,2002,NIGHT,1,synthetic
Sheikhpura,Bihar,25.128879,85.050717,CRUELTY_BY_HUSBAND,MEDIUM,2002,NIGHT,1,synthetic
Sheikhpura,Bihar,25.424606,85.490367,IMPORTATION_OF_GIRLS,CRITICAL,2002,EVENING,1,synthetic
Sheohar,Bihar,25.62228,85.729754,RAPE,HIGH,2002,EVENING,1,synthetic
