latitude,longitude,gridResolution,riskScore,riskLevel,crimeDensity,nightCrimeRate,severityScore,crimeCount,year
15.47,75.685,0.005,45.36,MODERATE,38.1972,1.0,15.12,2,
15.395,75.765,0.005,42.84,MODERATE,29.7089,1.0,14.28,2,
15.485,75.725,0.005,19.8,SAFE,23.3427,0.0,13.2,1,
15.17,75.645,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
15.365,75.52,0.005,44.4,MODERATE,26.1722,0.0,14.8,2,
15.405,75.52,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
15.34,75.745,0.005,100.0,CRITICAL,1520.8152,0.0098,431.68,2,
15.28,75.63,0.005,17.64,SAFE,14.8545,1.0,11.76,1,
15.33,75.57,0.005,17.64,SAFE,14.8545,1.0,11.76,1,
15.38,75.57,0.005,12.6,SAFE,14.8545,0.0,8.4,1,
15.41,75.515,0.005,24.84,SAFE,23.3427,0.6364,8.28,2,
15.185,75.495,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
15.32,75.565,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
15.385,75.71,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
15.27,75.51,0.005,28.56,SAFE,12.7324,1.0,9.52,2,
15.31,75.57,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
15.385,75.535,0.005,13.2,SAFE,15.5618,0.0,8.8,1,
15.165,75.545,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
15.32,75.665,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
15.325,75.42,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.16,75.56,0.005,52.92,MODERATE,43.1487,1.0,17.64,2,
15.205,75.565,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.145,75.445,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
15.165,75.575,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.15,75.46,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.23,75.575,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.375,75.545,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
15.03,75.535,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
15.25,75.62,0.005,93.24,CRITICAL,76.3944,1.0,31.08,2,
15.265,75.495,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.2,75.475,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.305,75.425,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.29,75.66,0.005,63.12,HIGH,56.5885,0.175,14.0267,3,
15.32,75.53,0.005,23.52,SAFE,19.806,1.0,15.68,1,
15.22,75.455,0.005,23.52,SAFE,19.806,1.0,15.68,1,
15.225,75.465,0.005,23.52,SAFE,19.806,1.0,15.68,1,
15.24,75.36,0.005,15.0,SAFE,17.6839,0.0,10.0,1,
15.26,75.385,0.005,15.0,SAFE,17.6839,0.0,10.0,1,
15.2,75.53,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
15.205,75.665,0.005,36.12,MODERATE,24.0501,1.0,12.04,2,
15.12,75.475,0.005,15.0,SAFE,17.6839,0.0,10.0,1,
15.23,75.805,0.005,100.0,CRITICAL,205.8406,0.0,232.8,1,
15.295,75.815,0.005,100.0,CRITICAL,205.8406,1.0,325.92,1,
15.445,75.795,0.005,100.0,CRITICAL,205.8406,0.0,232.8,1,
15.325,75.84,0.005,100.0,CRITICAL,205.8406,1.0,325.92,1,
15.24,75.995,0.005,100.0,CRITICAL,210.0847,0.9798,165.36,2,
15.375,75.76,0.005,100.0,CRITICAL,202.3038,1.0,320.32,1,
15.255,76.01,0.005,100.0,CRITICAL,220.695,0.9167,170.56,2,
15.465,75.86,0.005,100.0,CRITICAL,215.0362,1.0,170.24,2,
15.325,75.78,0.005,100.0,CRITICAL,209.3773,1.0,162.96,2,
15.14,75.92,0.005,100.0,CRITICAL,211.4994,0.0,119.6,2,
15.435,75.805,0.005,100.0,CRITICAL,253.9408,0.1198,92.72,3,
15.195,75.885,0.005,100.0,CRITICAL,183.2052,0.0,207.2,1,
15.245,75.79,0.005,100.0,CRITICAL,183.2052,1.0,290.08,1,
15.375,75.85,0.005,100.0,CRITICAL,183.2052,1.0,290.08,1,
15.255,75.975,0.005,100.0,CRITICAL,183.2052,1.0,290.08,1,
15.305,75.855,0.005,100.0,CRITICAL,1019.2999,0.0042,193.3867,3,
15.14,75.85,0.005,100.0,CRITICAL,1016.4704,1.0,402.92,2,
15.175,75.735,0.005,100.0,CRITICAL,1015.0557,0.0,574.0,1,
15.395,75.825,0.005,100.0,CRITICAL,1015.0557,1.0,803.6,1,
15.165,75.88,0.005,100.0,CRITICAL,1034.8617,1.0,409.64,2,
15.34,75.69,0.005,47.88,MODERATE,40.3193,1.0,31.92,1,
15.19,75.75,0.005,47.88,MODERATE,40.3193,1.0,31.92,1,
15.255,75.685,0.005,85.68,CRITICAL,72.1503,1.0,28.56,2,
15.24,75.805,0.005,100.0,CRITICAL,1138.843,0.0137,219.9467,3,
15.295,75.695,0.005,100.0,CRITICAL,1123.2812,1.0,889.28,1,
15.06,75.785,0.005,100.0,CRITICAL,1123.2812,0.0,635.2,1,
15.415,75.87,0.005,100.0,CRITICAL,1123.2812,0.0,635.2,1,
10.935,76.01,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
11.125,76.175,0.005,100.0,CRITICAL,207.2553,1.0,85.4,2,
11.045,76.155,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
11.07,76.175,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
11.195,76.135,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
10.985,76.115,0.005,7.2,SAFE,4.2441,0.0,4.8,1,
10.91,76.07,0.005,7.2,SAFE,4.2441,0.0,4.8,1,
11.115,76.04,0.005,100.0,CRITICAL,234.8422,0.9729,54.16,4,
10.965,76.115,0.005,7.2,SAFE,4.2441,0.0,4.8,1,
10.995,76.085,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
11.04,76.27,0.005,100.0,CRITICAL,93.371,1.0,73.92,1,
11.055,76.15,0.005,100.0,CRITICAL,93.371,1.0,73.92,1,
10.92,76.14,0.005,79.2,HIGH,93.371,0.0,52.8,1,
11.065,76.325,0.005,100.0,CRITICAL,93.371,1.0,73.92,1,
11.065,76.15,0.005,79.2,HIGH,93.371,0.0,52.8,1,
10.765,76.175,0.005,6.6,SAFE,5.6588,0.0,2.2,2,
10.98,76.13,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
10.89,76.135,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
11.04,76.16,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
11.06,76.25,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
11.075,76.2,0.005,100.0,CRITICAL,150.6668,1.0,119.28,1,
10.965,76.2,0.005,100.0,CRITICAL,150.6668,1.0,119.28,1,
10.92,76.225,0.005,100.0,CRITICAL,151.3742,0.0047,43.16,2,
10.915,76.24,0.005,100.0,CRITICAL,150.6668,1.0,119.28,1,
10.885,76.15,0.005,100.0,CRITICAL,150.6668,0.0,85.2,1,
11.035,76.3,0.005,14.52,SAFE,9.1956,0.2308,4.84,2,
10.985,76.29,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
10.94,76.315,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
10.955,76.235,0.005,1.8,SAFE,2.1221,0.0,1.2,1,
10.935,76.29,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
9.905,76.365,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
10.075,76.42,0.005,8.4,SAFE,4.9515,0.0,5.6,1,
10.075,76.41,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
10.12,76.27,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
10.01,76.35,0.005,25.56,SAFE,21.2207,0.2333,8.52,2,
9.905,76.405,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
9.945,76.23,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
9.95,76.325,0.005,11.28,SAFE,6.3662,0.1111,3.76,2,
9.855,76.4,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
10.01,76.42,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
9.955,76.25,0.005,11.76,SAFE,4.9515,1.0,3.92,2,
10.07,76.195,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
9.955,76.21,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
9.95,76.37,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
9.985,76.145,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
9.98,76.235,0.005,38.4,MODERATE,45.2708,0.0,25.6,1,
10.135,76.19,0.005,53.76,MODERATE,45.2708,1.0,35.84,1,
10.07,76.19,0.005,38.4,MODERATE,45.2708,0.0,25.6,1,
9.955,76.14,0.005,53.76,MODERATE,45.2708,1.0,35.84,1,
10.015,76.375,0.005,53.76,MODERATE,45.2708,1.0,35.84,1,
9.905,76.28,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
9.9,76.34,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
10.07,76.395,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
9.94,76.32,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
9.76,76.235,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
10.045,76.13,0.005,66.36,HIGH,55.8811,1.0,44.24,1,
10.09,76.165,0.005,66.36,HIGH,55.8811,1.0,44.24,1,
10.0,76.38,0.005,66.36,HIGH,55.8811,1.0,44.24,1,
9.96,76.305,0.005,66.36,HIGH,55.8811,1.0,44.24,1,
10.085,76.38,0.005,66.36,HIGH,55.8811,1.0,44.24,1,
10.035,76.22,0.005,25.2,SAFE,14.8545,0.0,16.8,1,
9.905,76.225,0.005,25.2,SAFE,14.8545,0.0,16.8,1,
10.06,76.395,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
10.065,76.35,0.005,25.2,SAFE,14.8545,0.0,16.8,1,
9.995,76.235,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
9.945,76.33,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
9.96,76.295,0.005,100.0,CRITICAL,91.2489,0.9612,36.72,2,
10.08,76.3,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
10.05,76.37,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
9.89,76.185,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
10.075,76.145,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
10.055,76.31,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
10.08,76.275,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
9.975,76.13,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
10.03,76.21,0.005,100.0,CRITICAL,96.2004,1.0,76.16,1,
9.9,76.355,0.005,100.0,CRITICAL,96.2004,1.0,76.16,1,
9.7,76.32,0.005,81.6,CRITICAL,96.2004,0.0,54.4,1,
9.91,76.275,0.005,100.0,CRITICAL,96.2004,1.0,76.16,1,
9.995,76.3,0.005,100.0,CRITICAL,146.4227,1.0,77.84,2,
9.95,76.265,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
9.96,76.4,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
9.935,76.37,0.005,15.12,SAFE,7.0736,1.0,5.04,2,
9.91,76.22,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
10.0,76.14,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
9.99,76.415,0.005,66.0,HIGH,77.8091,0.0,44.0,1,
9.965,76.32,0.005,66.0,HIGH,77.8091,0.0,44.0,1,
9.975,76.36,0.005,66.0,HIGH,77.8091,0.0,44.0,1,
9.995,76.305,0.005,66.0,HIGH,77.8091,0.0,44.0,1,
9.99,76.46,0.005,100.0,CRITICAL,197.3523,0.6057,69.32,2,
10.955,76.425,0.005,30.24,MODERATE,14.8545,1.0,10.08,2,
11.05,76.455,0.005,18.0,SAFE,10.6103,0.0,12.0,1,
10.885,76.44,0.005,18.0,SAFE,10.6103,0.0,12.0,1,
10.8,76.51,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
10.765,76.58,0.005,10.8,SAFE,6.3662,0.0,7.2,1,
10.895,76.4,0.005,10.8,SAFE,6.3662,0.0,7.2,1,
10.78,76.34,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
10.855,76.445,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
10.8,76.55,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
10.75,76.585,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
10.77,76.47,0.005,60.6,HIGH,71.4429,0.0,40.4,1,
10.885,76.495,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
10.885,76.385,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
10.995,76.465,0.005,60.6,HIGH,71.4429,0.0,40.4,1,
10.865,76.54,0.005,6.0,SAFE,7.0736,0.0,4.0,1,
10.91,76.46,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
10.8,76.435,0.005,87.36,CRITICAL,40.3193,1.0,29.12,2,
10.865,76.39,0.005,6.0,SAFE,7.0736,0.0,4.0,1,
10.8,76.445,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
10.745,76.445,0.005,75.0,HIGH,82.0533,0.0431,25.0,2,
10.79,76.51,0.005,93.24,CRITICAL,78.5165,1.0,62.16,1,
10.75,76.45,0.005,93.24,CRITICAL,78.5165,1.0,62.16,1,
10.82,76.52,0.005,93.24,CRITICAL,78.5165,1.0,62.16,1,
10.875,76.36,0.005,93.24,CRITICAL,78.5165,1.0,62.16,1,
11.94,75.48,0.005,55.44,MODERATE,23.3427,1.0,36.96,1,
11.915,75.475,0.005,39.6,MODERATE,23.3427,0.0,26.4,1,
12.045,75.44,0.005,55.44,MODERATE,23.3427,1.0,36.96,1,
11.885,75.39,0.005,55.44,MODERATE,23.3427,1.0,36.96,1,
11.93,75.34,0.005,55.44,MODERATE,23.3427,1.0,36.96,1,
11.79,75.375,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
11.87,75.325,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
11.76,75.305,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
11.74,75.4,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
11.92,75.45,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
11.975,75.46,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
11.875,75.41,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
11.865,75.37,0.005,55.2,MODERATE,65.0767,0.0,36.8,1,
11.86,75.365,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
11.955,75.385,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
11.965,75.385,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.73,75.485,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.885,75.375,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.825,75.515,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
11.88,75.36,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
11.885,75.33,0.005,100.0,CRITICAL,136.5197,1.0,108.08,1,
11.68,75.385,0.005,100.0,CRITICAL,136.5197,1.0,108.08,1,
11.86,75.455,0.005,100.0,CRITICAL,136.5197,1.0,108.08,1,
11.915,75.455,0.005,100.0,CRITICAL,136.5197,1.0,108.08,1,
11.915,75.425,0.005,100.0,CRITICAL,143.5932,0.0,40.6,2,
10.99,76.355,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
10.975,76.3,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
10.965,76.295,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
10.97,76.305,0.005,34.8,MODERATE,20.5133,0.0,23.2,1,
10.87,76.24,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
11.03,76.355,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
10.83,76.225,0.005,100.0,CRITICAL,3805.5747,1.0,1507.24,2,
11.005,76.225,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.155,76.305,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
10.835,76.22,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.15,76.32,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.935,76.155,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
11.04,76.25,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.88,76.28,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.91,76.295,0.005,61.32,HIGH,51.637,1.0,40.88,1,
11.06,76.335,0.005,61.32,HIGH,51.637,1.0,40.88,1,
10.92,76.33,0.005,61.32,HIGH,51.637,1.0,40.88,1,
10.93,76.195,0.005,61.32,HIGH,51.637,1.0,40.88,1,
10.975,76.225,0.005,43.8,MODERATE,51.637,0.0,29.2,1,
10.83,76.24,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
10.985,76.3,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
11.19,76.295,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
10.985,76.15,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
11.02,76.27,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
10.915,76.145,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
10.985,76.25,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
10.88,76.41,0.005,85.68,CRITICAL,72.1503,1.0,28.56,2,
11.045,76.29,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
11.04,76.33,0.005,55.2,MODERATE,65.0767,0.0,36.8,1,
8.925,76.465,0.005,92.4,CRITICAL,38.9046,1.0,61.6,1,
8.89,76.59,0.005,92.4,CRITICAL,38.9046,1.0,61.6,1,
8.845,76.535,0.005,100.0,CRITICAL,71.4429,0.0,40.4,2,
8.87,76.585,0.005,66.0,HIGH,38.9046,0.0,44.0,1,
8.885,76.705,0.005,92.4,CRITICAL,38.9046,1.0,61.6,1,
8.795,76.63,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
8.875,76.685,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
8.945,76.5,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
8.99,76.595,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
8.82,76.57,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
8.995,76.65,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
8.82,76.52,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
8.715,76.66,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
8.86,76.575,0.005,100.0,CRITICAL,203.0111,1.0,160.72,1,
8.77,76.6,0.005,100.0,CRITICAL,203.0111,0.0,114.8,1,
8.945,76.53,0.005,100.0,CRITICAL,402.4855,1.0,159.32,2,
8.92,76.72,0.005,100.0,CRITICAL,203.0111,0.0,114.8,1,
8.995,76.68,0.005,100.0,CRITICAL,203.0111,1.0,160.72,1,
9.0,76.55,0.005,20.16,SAFE,16.9765,1.0,13.44,1,
8.83,76.525,0.005,20.16,SAFE,16.9765,1.0,13.44,1,
8.89,76.71,0.005,100.0,CRITICAL,276.5762,1.0,109.48,2,
8.915,76.61,0.005,20.16,SAFE,16.9765,1.0,13.44,1,
8.995,76.765,0.005,100.0,CRITICAL,238.3789,0.0,134.8,1,
8.94,76.81,0.005,100.0,CRITICAL,238.3789,1.0,188.72,1,
8.965,76.605,0.005,100.0,CRITICAL,238.3789,0.0,134.8,1,
8.835,76.71,0.005,100.0,CRITICAL,238.3789,1.0,188.72,1,
8.88,76.66,0.005,100.0,CRITICAL,238.3789,1.0,188.72,1,
10.91,75.96,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
10.69,75.92,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
10.93,75.82,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
10.955,75.885,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
10.85,75.885,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
10.96,75.895,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
10.895,75.945,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
10.835,76.03,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
11.01,76.09,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
10.87,76.065,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
10.895,76.055,0.005,31.2,MODERATE,18.3913,0.0,10.4,2,
10.855,76.01,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.79,75.85,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.965,75.85,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
10.925,75.845,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
10.935,75.95,0.005,100.0,CRITICAL,112.4696,1.0,89.04,1,
11.0,75.94,0.005,100.0,CRITICAL,244.0378,1.0,96.6,2,
10.895,76.03,0.005,100.0,CRITICAL,112.4696,1.0,89.04,1,
11.06,76.055,0.005,100.0,CRITICAL,112.4696,1.0,89.04,1,
10.76,75.815,0.005,95.4,CRITICAL,112.4696,0.0,63.6,1,
10.845,75.985,0.005,7.2,SAFE,8.4883,0.0,4.8,1,
11.02,75.96,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
10.855,76.03,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
10.795,76.025,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
10.93,76.09,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
10.71,75.88,0.005,83.4,CRITICAL,98.3225,0.0,55.6,1,
10.995,76.01,0.005,100.0,CRITICAL,98.3225,1.0,77.84,1,
10.875,76.105,0.005,100.0,CRITICAL,103.274,1.0,42.84,2,
10.91,76.09,0.005,100.0,CRITICAL,165.5213,0.0,46.8,2,
10.795,75.98,0.005,83.4,CRITICAL,98.3225,0.0,55.6,1,
11.185,75.84,0.005,15.6,SAFE,9.1956,0.0,10.4,1,
11.165,75.925,0.005,15.6,SAFE,9.1956,0.0,10.4,1,
11.305,75.845,0.005,100.0,CRITICAL,87.0048,1.0,38.08,2,
11.3,75.675,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
11.335,75.765,0.005,15.6,SAFE,9.1956,0.0,10.4,1,
11.27,75.815,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
11.35,75.865,0.005,6.0,SAFE,3.5368,0.0,4.0,1,
11.23,75.835,0.005,100.0,CRITICAL,111.7622,1.0,45.64,2,
11.375,75.805,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
11.165,75.75,0.005,100.0,CRITICAL,100.4445,1.0,41.16,2,
11.31,75.795,0.005,100.0,CRITICAL,47.3928,0.9552,37.04,2,
11.125,75.685,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.295,75.85,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.37,75.875,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.13,75.825,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
11.1,75.775,0.005,54.6,MODERATE,45.9781,1.0,36.4,1,
11.245,75.81,0.005,39.0,MODERATE,45.9781,0.0,26.0,1,
11.235,75.87,0.005,54.6,MODERATE,45.9781,1.0,36.4,1,
11.22,75.76,0.005,39.0,MODERATE,45.9781,0.0,26.0,1,
11.31,75.855,0.005,54.6,MODERATE,45.9781,1.0,36.4,1,
11.265,75.785,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.34,75.64,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.235,75.685,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
11.315,75.66,0.005,13.44,SAFE,12.7324,0.6111,4.48,2,
11.08,75.845,0.005,100.0,CRITICAL,103.9813,1.0,82.32,1,
11.39,75.78,0.005,100.0,CRITICAL,103.9813,1.0,82.32,1,
11.355,75.78,0.005,100.0,CRITICAL,103.9813,1.0,82.32,1,
11.29,75.615,0.005,88.2,CRITICAL,103.9813,0.0,58.8,1,
11.34,75.69,0.005,100.0,CRITICAL,103.9813,1.0,82.32,1,
11.305,75.84,0.005,36.0,MODERATE,21.2207,0.0,24.0,1,
11.275,75.93,0.005,50.4,MODERATE,21.2207,1.0,33.6,1,
11.155,75.775,0.005,36.0,MODERATE,21.2207,0.0,24.0,1,
11.165,75.935,0.005,50.4,MODERATE,21.2207,1.0,33.6,1,
11.25,75.865,0.005,36.0,MODERATE,21.2207,0.0,24.0,1,
11.27,75.655,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
11.19,75.7,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
11.31,75.69,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
11.085,75.845,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
11.205,75.755,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
11.255,75.9,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
11.43,75.795,0.005,68.88,HIGH,29.0016,1.0,22.96,2,
11.325,75.735,0.005,78.96,HIGH,33.2457,1.0,26.32,2,
11.2,75.76,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
11.26,75.77,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
11.265,75.64,0.005,57.6,MODERATE,67.9062,0.0,38.4,1,
11.195,75.76,0.005,57.6,MODERATE,67.9062,0.0,38.4,1,
11.2,75.84,0.005,57.6,MODERATE,67.9062,0.0,38.4,1,
11.345,75.805,0.005,80.64,CRITICAL,67.9062,1.0,53.76,1,
11.185,75.8,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
11.205,75.86,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
11.355,75.775,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
11.175,75.75,0.005,36.12,MODERATE,18.3913,1.0,8.0267,3,
11.425,75.67,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
11.275,75.72,0.005,100.0,CRITICAL,170.4728,0.0,96.4,1,
11.195,75.69,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
11.41,75.735,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
11.26,75.765,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
11.1,75.83,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
11.055,76.11,0.005,95.76,CRITICAL,40.3193,1.0,63.84,1,
11.255,75.97,0.005,95.76,CRITICAL,40.3193,1.0,63.84,1,
10.925,76.23,0.005,95.76,CRITICAL,40.3193,1.0,63.84,1,
11.065,76.065,0.005,95.76,CRITICAL,40.3193,1.0,63.84,1,
11.23,76.175,0.005,68.4,HIGH,40.3193,0.0,45.6,1,
11.035,76.07,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
11.115,76.205,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
11.29,76.075,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
11.015,76.095,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
11.195,76.1,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
10.98,76.04,0.005,100.0,CRITICAL,94.0783,1.0,74.48,1,
11.115,76.07,0.005,100.0,CRITICAL,197.3523,1.0,78.12,2,
11.2,76.08,0.005,79.8,HIGH,94.0783,0.0,53.2,1,
11.11,76.025,0.005,100.0,CRITICAL,94.0783,1.0,74.48,1,
11.015,75.935,0.005,100.0,CRITICAL,94.0783,1.0,74.48,1,
11.025,76.125,0.005,13.44,SAFE,9.1956,1.0,4.48,2,
11.125,75.985,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
11.03,76.08,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
10.985,75.875,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
